comment,key,operation,latency,protocol,inner_k,inner_n,outer_k,outer_n,num_concurrent
++ python3 scripts/common.py SERVICE_HOST
+ SERVICE=ec2-16-162-3-6.ap-east-1.compute.amazonaws.com
++ python3 scripts/common.py WORK_DIR
+ WORK_DIR=/home/ubuntu
+ cargo build --profile artifact --bin entropy --color never
    Finished artifact [optimized] target(s) in 0.11s
+ rsync target/artifact/entropy ec2-16-162-3-6.ap-east-1.compute.amazonaws.com:/home/ubuntu/entropy
++ python3 scripts/common.py NUM_TOTAL_PEER
+ ssh ec2-16-162-3-6.ap-east-1.compute.amazonaws.com OTEL_SDK_DISABLED=true /home/ubuntu/entropy ec2-16-162-3-6.ap-east-1.compute.amazonaws.com --plaza-service 10000
ready
,3d4657f9452cc3c9b3019038834ad077d9de6649ee97ed9c721f11fbc2baadb7,repair,0.028059756,kademlia,32,80,8,10,640
,69b2d073fd3b7ca5763ec0866bcef9c2d4c833fd7bb1f27dfe9052b1d3cf010b,repair,0.024351535,kademlia,32,80,8,10,640
,721bdb553479db66ddd36bb3a9db677087e822a1961cbfdf5708760f1fe0d112,repair,0.022536052,kademlia,32,80,8,10,640
,9e421d77211794952c27fb106b6469f23b351112aacd5c3ad72ac5d4ea5dff2b,repair,0.021555828,kademlia,32,80,8,10,640
,1a0a61f00c29e06d0a251cf91b19929573fc2063bd5bf4a55711106a3a39071c,repair,0.02367778,kademlia,32,80,8,10,640
,a544620b53cf146bdd57aeb5be4f60e5b52e5abc137bf6c608ea707463779e67,repair,0.020113893,kademlia,32,80,8,10,640
,b22a1d07a0582a4ed8a56dce9b22e1d0d0ee81f178409f10d41b10fe965cea74,repair,0.025337951,kademlia,32,80,8,10,640
,58eb71b05cda1026fda861521eb93c5556471bbf04e594087dfb6197e9e0f279,repair,0.02558486,kademlia,32,80,8,10,640
,545fa56f4a046565c79d39afb9a5ef887112ae92d51ed47916d78943c28fd71e,repair,0.02378468,kademlia,32,80,8,10,640
,a3b66e007cb627d73b08d3db969c393bec12f9e597e95bcca750ce3f80efa567,repair,0.023906272,kademlia,32,80,8,10,640
,c0156fac43479d4c9d880e1fe79b195675526147e17f0093e31faeec0e3faf48,repair,0.018201882,kademlia,32,80,8,10,640
