comment,key,operation,latency,protocol,inner_k,inner_n,outer_k,outer_n,num_concurrent,num_participant
++ python3 scripts/common.py SERVICE_HOST
+ SERVICE=ec2-16-162-3-6.ap-east-1.compute.amazonaws.com
++ python3 scripts/common.py WORK_DIR
+ WORK_DIR=/home/ubuntu
+ cargo build --profile artifact --bin entropy --color never
    Finished artifact [optimized] target(s) in 0.11s
+ rsync target/artifact/entropy ec2-16-162-3-6.ap-east-1.compute.amazonaws.com:/home/ubuntu/entropy
++ python3 scripts/common.py NUM_TOTAL_PEER
+ ssh ec2-16-162-3-6.ap-east-1.compute.amazonaws.com OTEL_SDK_DISABLED=true /home/ubuntu/entropy ec2-16-162-3-6.ap-east-1.compute.amazonaws.com --plaza-service 10000
ready
,39a6a9a5009b26abf59dc3e9db69a202222fa0f091b8ec30e1bcf9ee2f732faf,repair,2.336826,kademlia,32,80,8,10,240,10000
,905f3c1679ab91ac2cfda0dfa323919167ccd9906c3abf32a48083aa101fcf9c,repair,1.8364573,kademlia,32,80,8,10,240,10000
,27c0e1ca757d8142cd4b00739dbedcf3e1e1ec18aedb23aac8b1395875fa1e98,repair,1.9086583,kademlia,32,80,8,10,240,10000
,099d29b35cafbd81d71a4b4bacb04d2a1778463f98dee0aaf0f2a17d4653b894,repair,2.6202812,kademlia,32,80,8,10,240,10000
,ec92f2aed2d79aa62ff7783751714c7dbb49e4e13ac92f8964f7d4547252e1ac,repair,1.9708776,kademlia,32,80,8,10,240,10000
,ce424ec224e1f9e62850496430019a7b6402d5ff54d847b841e165da59e99390,repair,2.884391,kademlia,32,80,8,10,240,10000
,3c7e6e3c265e7e07311da2b3ab53b10975b75a9bd5c171d3a6ab9dfb2a6ec568,repair,2.956292,kademlia,32,80,8,10,240,10000
,aa859939cea4818daba596460009bfd338eac509bf5c94bc43828b415a4658bd,repair,1.8654206,kademlia,32,80,8,10,240,10000
,2b957e6d6b90266302b2d04b4b7122ea06d6b4d3e335d4b36fc4189c1cfd1fbf,repair,2.2305377,kademlia,32,80,8,10,240,10000
,fcbee84bd2780c90ac9aa5cb63b27d6481b30d7101a31bee43e11c404b7030cf,repair,1.8592961,kademlia,32,80,8,10,240,10000
,6f453bb6fae7b934a0bb14d9ab99688d37b4911dea55dc938f2b60c8ce3982b3,repair,1.9792956,kademlia,32,80,8,10,240,10000
,46205eda9ba1e7d3a393ef29713a107546f307a3686b9c56183945c78ac87cb5,repair,1.7897944,kademlia,32,80,8,10,240,10000
,c9ad00160d6cb08dc1e45c947d268125f573f75da87d9888820589766b392209,repair,2.424055,kademlia,32,80,8,10,240,10000
,131647aea072c49e6f037d6b07c7e79875c0278899b661f4eeb3fa48fe545c21,repair,2.1270397,kademlia,32,80,8,10,240,10000
,3af4155b58ca1ab12379a2f8f45424f14bc064371dc47bdfbece256e1ead1156,repair,2.0503645,kademlia,32,80,8,10,240,10000
,a10f6353e6ca143380d3fc278e6f3a0e76e03d4d96df2c0e48bd46de9e8ba74a,repair,2.2703414,kademlia,32,80,8,10,240,10000
,6f90a8b8692b37c3a1931d37b0012474e557d14e391b214b2b56018f178c6b9d,repair,1.8112142,kademlia,32,80,8,10,240,10000
,c6f3a985ca51962eb00f78db345044f17bbf46b125a97faa76b0046c89a3e1d9,repair,2.2222757,kademlia,32,80,8,10,240,10000
,33a2ff95f4a590dd20fd456dfb10e5e2c5df6672312da313225c0aaf1d9dc736,repair,2.4548821,kademlia,32,80,8,10,240,10000
,3f56723b9e380dbdbab6eba70be5e5c40c278b3d3ebc89ac19d8339a67d805c7,repair,1.7961671,kademlia,32,80,8,10,240,10000
