comment,key,operation,latency,protocol,inner_k,inner_n,outer_k,outer_n,num_concurrent
++ python3 scripts/common.py SERVICE_HOST
+ SERVICE=ec2-16-162-3-6.ap-east-1.compute.amazonaws.com
++ python3 scripts/common.py WORK_DIR
+ WORK_DIR=/home/ubuntu
+ cargo build --profile artifact --bin entropy --color never
    Finished artifact [optimized] target(s) in 0.11s
+ rsync target/artifact/entropy ec2-16-162-3-6.ap-east-1.compute.amazonaws.com:/home/ubuntu/entropy
++ python3 scripts/common.py NUM_TOTAL_PEER
+ ssh ec2-16-162-3-6.ap-east-1.compute.amazonaws.com OTEL_SDK_DISABLED=true /home/ubuntu/entropy ec2-16-162-3-6.ap-east-1.compute.amazonaws.com --plaza-service 10000
ready
,9baad9ccdf5b46850a3586ed00c86e6924d2688c9dae03dade8f2e0840a5775f,repair,1.5526247,entropy,32,80,8,10,480
,8b716f3dfb78230afac13a16fecea7ee084760941ba80245ec4cec3c016a2026,repair,2.5597875,entropy,32,80,8,10,480
,bc69e4684397fb09f307b88d73b84b31b8129f098e3c22eaa6723a5c2b6b8bf5,repair,2.5954933,entropy,32,80,8,10,480
,057a1774e29d49e5b204409f1c7b2d86fb55007fca25b5720cbbe9de6c6bc7e0,repair,2.4321394,entropy,32,80,8,10,480
,e115c6045cf017c653271fc4223e1d0c20f177a16c3213a09295932daa0d1009,repair,2.6417813,entropy,32,80,8,10,480
,f7e67b0c5e6417a7f16dceebc3db3e1de9cd661c883c82078595c90401467878,repair,2.9695966,entropy,32,80,8,10,480
,62f256ef1e931977a643f8537eedcec6634eb363f181fe1a171f7782850dde16,repair,2.6144586,entropy,32,80,8,10,480
,4016cc058d660854d44f813dcae4ca7559fb4f15af62dcf03499de26ad594d45,repair,2.5993366,entropy,32,80,8,10,480
,d59692d9d49e7b83703c4a4ba42f8a6d6f7bf1c140b5eacd14701066bf1020ea,repair,2.61389,entropy,32,80,8,10,480
,af18ffba5034e60d38f250b77de9e35621604eebf2d548a4fe9ea6306864c66b,repair,2.5584574,entropy,32,80,8,10,480
,ba07f713e6a725d0530da9129be9b84897a0b4ee0ce09eb8f0fcfeb87b5fdc95,repair,2.6216383,entropy,32,80,8,10,480
,abb72ffafe59510dbcb17f97f1d36f126c79de51ee9507ee4368b6be310eec99,repair,2.8777432,entropy,32,80,8,10,480
