comment,key,operation,latency,protocol,inner_k,inner_n,outer_k,outer_n,num_concurrent
++ python3 scripts/common.py SERVICE_HOST
+ SERVICE=ec2-16-162-3-6.ap-east-1.compute.amazonaws.com
++ python3 scripts/common.py WORK_DIR
+ WORK_DIR=/home/ubuntu
+ cargo build --profile artifact --bin entropy --color never
    Finished artifact [optimized] target(s) in 0.11s
+ rsync target/artifact/entropy ec2-16-162-3-6.ap-east-1.compute.amazonaws.com:/home/ubuntu/entropy
++ python3 scripts/common.py NUM_TOTAL_PEER
+ ssh ec2-16-162-3-6.ap-east-1.compute.amazonaws.com OTEL_SDK_DISABLED=true /home/ubuntu/entropy ec2-16-162-3-6.ap-east-1.compute.amazonaws.com --plaza-service 10000
ready
,09d9858d7e64792e7bf3d37b89481e31a7173759011ebd52dee91f8ab77521f8,repair,0.025712712,kademlia,32,80,8,10,160
,5d4518568650d403a98fdf757b9b8cb66d7e53e344d0e383d18ca64667354fed,repair,0.02275397,kademlia,32,80,8,10,160
,6bad091239cc8d8475421382628a8eb7b8e5827eef068de4d120cb8909e1078d,repair,0.023844445,kademlia,32,80,8,10,160
,e7a36d07e6ca5f5711a0cb50bb58d47591aa4a91b5c7b19c5edfcde05bfd1544,repair,0.021400074,kademlia,32,80,8,10,160
,85eaf98c0fe98bdff3ab7326b1e6e996b949872368144ee35f5fb2042def7318,repair,0.022659916,kademlia,32,80,8,10,160
,a25637d20b984c152a4fc20517840c8d3a48c3b7bf377c5a312a3bf5610dfa4d,repair,0.025208645,kademlia,32,80,8,10,160
,32c70ec8172312fa46ca957ffa2ff077e08e9cd7408d80a694949064b69b67e1,repair,0.020703832,kademlia,32,80,8,10,160
,1ff8c895c6d5634d28aa4da13cb8b0ded9394a3c0812de3c6560454be3e4e5e7,repair,0.027242726,kademlia,32,80,8,10,160
,b51a8aa17058b80dcead3410bb2a973181dcdd7202cb543f9ccbc5b7fec78faf,repair,0.023778545,kademlia,32,80,8,10,160
,466decce4f6a7b0d4415bae7ca73cd7f256992e1049ba509b1adf085ac760728,repair,0.019958492,kademlia,32,80,8,10,160
,75d1ef07c185dec164b6eed3ff48f98d20cf931cc31fda42cb310a2da57a6be0,repair,0.023032092,kademlia,32,80,8,10,160
