comment,key,operation,latency,protocol,inner_k,inner_n,outer_k,outer_n,num_concurrent,num_participant
++ python3 scripts/common.py SERVICE_HOST
+ SERVICE=ec2-16-162-3-6.ap-east-1.compute.amazonaws.com
++ python3 scripts/common.py WORK_DIR
+ WORK_DIR=/home/ubuntu
+ cargo build --profile artifact --bin entropy --color never
    Finished artifact [optimized] target(s) in 0.11s
+ rsync target/artifact/entropy ec2-16-162-3-6.ap-east-1.compute.amazonaws.com:/home/ubuntu/entropy
++ python3 scripts/common.py NUM_TOTAL_PEER
+ ssh ec2-16-162-3-6.ap-east-1.compute.amazonaws.com OTEL_SDK_DISABLED=true /home/ubuntu/entropy ec2-16-162-3-6.ap-east-1.compute.amazonaws.com --plaza-service 10000
ready
,31265b3c0a9b096b86af0579f7d482bb67dd220f6b6985875313d6b7dbc9bb85,repair,0.022132704,kademlia,32,80,8,10,560,10000
,02dbe7622cba86e610fb22c6efd5aa32428a3f76641eb85528875d777e91185d,repair,0.023148485,kademlia,32,80,8,10,560,10000
,5a2db0f6f933a62dae182504a81c68f1ad06e1c8106431e975d14ed4c19f2662,repair,0.026569683,kademlia,32,80,8,10,560,10000
,b95df2219db51d822cde76d1c4b0ee80e85a0f2d15bb8b9c1bcc75c955659b0c,repair,0.02634948,kademlia,32,80,8,10,560,10000
,b1927df1567202c36fdb84ea85bb31492cf871387046e291fcef26dd67cb8102,repair,0.023186017,kademlia,32,80,8,10,560,10000
,53ba1d8542509c90471af1484066817aacd2a7aa2c9d35e48c5293e74ca98d5a,repair,0.02410576,kademlia,32,80,8,10,560,10000
,526539c770b23699edeccc0b7e30d1b8560c4cd843356081f4b4f85546352268,repair,0.023005156,kademlia,32,80,8,10,560,10000
,0cf83f29175e368d01c268981c2800c304a69535d7c394000d5cb33290de56d5,repair,0.021653818,kademlia,32,80,8,10,560,10000
,6c30169196eab3b6a9c618cf943b30cd472c506310f41aee810860df480d76a5,repair,0.026515076,kademlia,32,80,8,10,560,10000
,6c3c05d91ad8f4d79765408baedd164a0aa65bce8b8ed306e3bbf2f24e55b1e1,repair,0.029389905,kademlia,32,80,8,10,560,10000
,bda165758711d08bc5e948b9b81983cda75fa314407bdd0a7cbf83c94d762374,repair,0.020909322,kademlia,32,80,8,10,560,10000
